Settings used

alignment         : ./Harrington_2016-permut-11.phy
branchlengths     : linked
models            : GTR+G
model_selection   : aicc
search            : rclusterf
weights           : rate = 1, base = 0, model = 0, alpha = 0
rcluster-percent  : 10.0
rcluster-max      : 17880


Best partitioning scheme

Scheme Name       : step_7
Scheme lnL        : -1888009.49948
Scheme AICc       : 3784107.75321
Number of params  : 3976
Number of sites   : 235232
Number of subsets : 387

Subset | Best Model | # sites    | subset id                        | Partition names                                                                                     
1      | GTR+G      | 529        | 6a2e480e4a33d96762e305390994f49f | uce_990_right, uce_605_left, uce_46_left, uce_390_core                                              
2      | GTR+G      | 1112       | 01e810bc80348130d5864f9084c066f7 | uce_1096_right, uce_626_left, uce_46_core, uce_7_right, uce_1296_left, uce_204_left, uce_1219_left  
3      | GTR+G      | 402        | daabfe5c859f7b2c31c361c41dde8534 | uce_59_right, uce_1001_core, uce_46_right                                                           
4      | GTR+G      | 679        | 2ef4d7a17e3ff92e0066234cf0ee9248 | uce_185_core, uce_804_core, uce_1195_left, uce_686_left, uce_152_core, uce_973_core                 
5      | GTR+G      | 1380       | 7c0b01f17849de066439ac1d35fa7678 | uce_486_core, uce_1186_core, uce_383_right, uce_661_right, uce_1270_left, uce_299_core, uce_1195_core, uce_1034_left, uce_631_core, uce_872_left
6      | GTR+G      | 462        | c5faa3510e4fb577090e037b529ccdf5 | uce_151_core, uce_1195_right, uce_886_core, uce_1281_right, uce_524_left                            
7      | GTR+G      | 1528       | 63b25ba106eb97ce6872601c191eaaa7 | uce_1196_left, uce_763_right, uce_120_right, uce_121_left, uce_690_left, uce_124_right, uce_500_left, uce_446_core, uce_1224_left
8      | GTR+G      | 828        | fa95a4c6e28537b063c325f97066341f | uce_1196_core, uce_609_left, uce_43_left, uce_1177_core, uce_88_right, uce_453_left, uce_570_core   
9      | GTR+G      | 1133       | 38d3a17f4e0cfd2f9338ea33e686d463 | uce_238_core, uce_1121_core, uce_694_left, uce_374_core, uce_760_core, uce_650_right, uce_1196_right, uce_442_core, uce_792_right, uce_315_left, uce_314_right
10     | GTR+G      | 1072       | 9a5001b19b069d59450b86ee5dda7de2 | uce_772_left, uce_587_left, uce_428_left, uce_335_left, uce_656_core, uce_155_core, uce_832_right, uce_593_left
11     | GTR+G      | 1277       | e28570f482f78a719f0b07922a1826b6 | uce_630_core, uce_755_right, uce_801_core, uce_174_core, uce_1034_right, uce_1136_core, uce_794_right, uce_923_core, uce_667_left, uce_277_right, uce_188_right, uce_331_left, uce_959_core, uce_159_core, uce_1034_core, uce_587_core
12     | GTR+G      | 1103       | 9a195f1e4fe468dfb0fd0bd4596483a6 | uce_1215_core, uce_1142_left, uce_587_right, uce_773_core, uce_206_left, uce_251_core, uce_323_left 
13     | GTR+G      | 280        | 44fff873e74c17fce464ce47ed3cf22c | uce_720_core, uce_1118_left, uce_165_left, uce_1051_core, uce_974_core                              
14     | GTR+G      | 628        | 3564d8626918f84c88ce17ac230026f7 | uce_79_left, uce_661_core, uce_11_core, uce_1135_right, uce_165_core                                
15     | GTR+G      | 967        | 02fcc2b66eb26585cd183dad98d58d69 | uce_225_right, uce_556_right, uce_165_right, uce_65_core, uce_1244_core, uce_755_core, uce_667_core, uce_1199_left, uce_1317_core, uce_1168_left
16     | GTR+G      | 600        | 3f0caad8ead154413ffd8bf38b7a5dd1 | uce_306_left, uce_448_right, uce_642_core, uce_523_left, uce_1112_core                              
17     | GTR+G      | 688        | 3fbfc3cbdd4e626542b740b0ac9f9bfa | uce_306_core, uce_414_left, uce_442_right, uce_572_right, uce_1282_core, uce_1180_left              
